일차,구역ID,구역명,고객분류,에이전트ID,상품명,가격,체류시간,시간대
72,ice6,아이스크림6,minor_male,39168,구구콘,1200,11.5,21시
72,snack1,과자1,minor_male,39168,새우과자,1500,3.8,21시
72,ice5,아이스크림5,minor_male,39168,스크류바,600,3.6,21시
72,ice2,아이스크림2,minor_male,39169,하겐다즈,3500,14.3,19시
72,beverage,음료,adult_female,39170,파워에이드,1500,9.4,12시
72,ice2,아이스크림2,adult_female,39170,아이스세트,2800,8.8,12시
72,snack1,과자1,adult_female,39170,포테이토칩,1500,7.9,12시
72,snack1,과자1,minor_male,39171,콘스낵,1200,9.8,12시
72,ice5,아이스크림5,adult_female,39172,탱크보이,800,8.5,18시
72,beverage,음료,adult_female,39172,카페라떼,2000,9.9,18시
72,snack1,과자1,adult_female,39172,포테이토칩,1500,7.2,18시
72,ice6,아이스크림6,adult_female,39172,월드콘,1200,5.7,18시
72,snack2,과자2,minor_female,39173,알감자,500,14.2,13시
72,ice5,아이스크림5,minor_female,39173,카나페,1200,11.7,13시
72,ice4,아이스크림4,minor_female,39173,대용량아이스,1500,12.9,13시
72,ice5,아이스크림5,minor_male,39174,수박바,600,4.2,16시
72,snack1,과자1,minor_male,39174,포테이토칩,1500,4.8,16시
72,ice2,아이스크림2,minor_male,39174,하겐다즈,3500,9.9,16시
72,ice3,아이스크림3,minor_male,39174,비비빅,1400,4.6,16시
72,ice5,아이스크림5,minor_male,39175,설레임,1200,7.4,16시
72,ice6,아이스크림6,minor_male,39175,하드보스,1200,5.5,16시
72,ice2,아이스크림2,minor_male,39175,투게더,2500,7.9,16시
72,ice2,아이스크림2,adult_male,39176,메로나4입,2400,7.2,18시
72,ice5,아이스크림5,adult_female,39177,수박바,600,11.3,21시
72,ice1,아이스크림1,adult_female,39177,아이스바,800,9.0,21시
72,snack1,과자1,adult_female,39177,포테이토칩,1500,4.7,21시
72,ice4,아이스크림4,minor_female,39178,프리미엄하드,1800,8.2,16시
72,ice5,아이스크림5,minor_female,39178,스크류바,600,4.9,16시
72,snack1,과자1,minor_female,39178,콘스낵,1200,8.6,16시
72,ice5,아이스크림5,adult_male,39179,스크류바,600,6.0,14시
72,ice1,아이스크림1,adult_male,39180,죠스바,700,5.1,17시
72,ice2,아이스크림2,adult_male,39180,메로나4입,2400,14.4,17시
72,ice4,아이스크림4,adult_male,39180,대용량아이스,1500,12.5,17시
72,beverage,음료,minor_male,39181,카페라떼,2000,4.2,13시
72,ice2,아이스크림2,minor_male,39181,투게더,2500,14.8,13시
72,ice3,아이스크림3,adult_female,39182,구구콘,1200,4.6,18시
72,beverage,음료,adult_female,39182,파워에이드,1500,6.3,18시
72,ice5,아이스크림5,adult_male,39183,설레임,1200,5.5,13시
72,snack2,과자2,minor_female,39184,바나나킥,500,17.7,15시
72,ice4,아이스크림4,minor_female,39184,아이스케이크,2500,10.5,15시
72,ice5,아이스크림5,minor_female,39184,스크류바,600,9.3,15시
72,ice3,아이스크림3,minor_female,39184,구구콘,1200,6.1,15시
72,snack1,과자1,minor_male,39185,콘스낵,1200,9.9,21시
72,snack2,과자2,minor_male,39185,알감자,500,7.2,21시
72,ice6,아이스크림6,minor_male,39185,빵빠레,1200,13.7,21시
72,ice3,아이스크림3,minor_male,39185,빵빠레,1400,6.2,21시
72,beverage,음료,adult_female,39186,커피,1500,7.9,11시
72,ice5,아이스크림5,adult_female,39186,설레임,1200,10.0,11시
72,ice3,아이스크림3,adult_female,39186,빵빠레,1400,6.7,11시
72,ice5,아이스크림5,adult_female,39187,설레임,1200,4.1,12시
72,ice3,아이스크림3,adult_female,39187,메로나,600,4.9,12시
72,ice4,아이스크림4,adult_female,39187,아이스케이크,2500,16.6,12시
72,ice6,아이스크림6,adult_female,39187,아이스샌드,1800,15.2,12시
72,beverage,음료,adult_female,39188,카페라떼,2000,6.4,15시
72,ice5,아이스크림5,adult_female,39188,탱크보이,800,4.5,15시
72,ice3,아이스크림3,adult_female,39188,구구콘,1200,6.0,15시
72,snack1,과자1,adult_female,39188,포테이토칩,1500,6.2,15시
72,ice2,아이스크림2,adult_female,39188,아이스세트,2800,12.3,15시
72,ice3,아이스크림3,adult_female,39189,비비빅,1400,11.9,17시
72,ice5,아이스크림5,adult_female,39189,수박바,600,11.8,17시
72,beverage,음료,adult_female,39189,아메리카노,2000,5.3,17시
72,ice2,아이스크림2,adult_female,39189,나뚜루파인트,3000,7.9,17시
72,ice5,아이스크림5,minor_male,39190,카나페,1200,5.5,13시
72,ice2,아이스크림2,minor_male,39190,아이스세트,2800,8.0,13시
72,ice5,아이스크림5,minor_female,39191,설레임,1200,4.2,13시
72,ice4,아이스크림4,minor_female,39191,아이스케이크,2500,8.0,13시
72,ice2,아이스크림2,minor_female,39191,메로나4입,2400,13.5,13시
72,ice3,아이스크림3,minor_female,39191,메로나,600,9.6,13시
72,ice5,아이스크림5,adult_male,39192,탱크보이,800,8.7,14시
72,ice5,아이스크림5,adult_female,39193,카나페,1200,10.8,14시
72,beverage,음료,adult_female,39193,카페라떼,2000,6.0,14시
72,ice3,아이스크림3,adult_female,39193,비비빅,1400,7.1,14시
72,ice6,아이스크림6,adult_female,39193,빵빠레,1200,5.3,14시
72,ice1,아이스크림1,adult_female,39193,아이스바,800,5.9,14시
72,beverage,음료,adult_male,39194,파워에이드,1500,9.1,14시
72,snack1,과자1,minor_male,39195,포테이토칩,1500,9.2,11시
72,ice5,아이스크림5,minor_male,39195,카나페,1200,9.7,11시
72,ice6,아이스크림6,minor_male,39195,월드콘,1200,13.9,11시
72,ice2,아이스크림2,minor_male,39195,아이스세트,2800,11.0,11시
72,ice3,아이스크림3,minor_male,39195,비비빅,1400,8.4,11시
72,ice5,아이스크림5,minor_female,39196,수박바,600,6.5,14시
72,ice4,아이스크림4,minor_female,39196,아이스케이크,2500,10.6,14시
72,snack1,과자1,minor_female,39196,초코과자,1800,3.7,14시
72,ice5,아이스크림5,adult_male,39197,탱크보이,800,9.2,12시
72,ice5,아이스크림5,adult_female,39198,스크류바,600,7.5,13시
72,ice1,아이스크림1,adult_female,39198,죠스바,700,5.1,13시
72,ice4,아이스크림4,minor_female,39199,아이스케이크,2500,16.5,17시
72,ice2,아이스크림2,minor_female,39199,하겐다즈,3500,5.8,17시
72,snack1,과자1,minor_female,39199,새우과자,1500,8.4,17시
72,ice2,아이스크림2,adult_male,39200,아이스세트,2800,10.8,15시
72,ice6,아이스크림6,adult_male,39200,구구콘,1200,8.6,15시
72,ice5,아이스크림5,adult_male,39200,설레임,1200,4.8,15시
72,ice3,아이스크림3,adult_female,39201,빵빠레,1400,4.8,11시
72,ice1,아이스크림1,adult_female,39201,죠스바,700,9.1,11시
72,snack2,과자2,adult_male,39202,사탕,300,6.5,19시
72,ice2,아이스크림2,adult_male,39202,하겐다즈,3500,8.5,19시
72,ice1,아이스크림1,adult_male,39202,아이스바,800,8.4,19시
72,beverage,음료,adult_female,39203,커피,1500,7.0,18시
72,ice5,아이스크림5,adult_female,39203,탱크보이,800,11.6,18시
72,ice1,아이스크림1,adult_female,39203,쮸쮸바,400,3.5,18시
72,snack2,과자2,adult_male,39204,꼬깔콘,800,5.1,13시
72,snack1,과자1,adult_male,39204,크래커,1200,4.3,13시
72,ice5,아이스크림5,minor_female,39205,설레임,1200,3.9,14시
72,beverage,음료,minor_female,39205,파워에이드,1500,9.7,14시
72,ice4,아이스크림4,adult_male,39206,프리미엄하드,1800,14.7,11시
72,beverage,음료,adult_female,39207,아메리카노,2000,9.8,13시
72,ice5,아이스크림5,adult_female,39207,스크류바,600,4.6,13시
72,ice3,아이스크림3,adult_female,39207,구구콘,1200,4.2,13시
72,ice1,아이스크림1,adult_female,39207,스크류바,600,5.2,13시
72,ice4,아이스크림4,adult_male,39208,아이스케이크,2500,9.7,18시
72,ice2,아이스크림2,adult_male,39208,하겐다즈,3500,9.5,18시
72,ice5,아이스크림5,minor_female,39209,수박바,600,3.6,12시
72,ice1,아이스크림1,minor_female,39209,쮸쮸바,400,3.5,12시
72,ice5,아이스크림5,minor_female,39210,스크류바,600,3.6,20시
72,ice2,아이스크림2,minor_female,39210,투게더,2500,6.5,20시
72,snack1,과자1,minor_male,39211,초코과자,1800,6.4,12시
72,ice3,아이스크림3,adult_female,39212,빵빠레,1400,7.0,17시
72,ice1,아이스크림1,adult_female,39212,죠스바,700,4.1,17시
72,snack2,과자2,adult_female,39212,바나나킥,500,11.2,17시
72,ice4,아이스크림4,minor_female,39213,아이스케이크,2500,13.0,18시
72,ice5,아이스크림5,minor_female,39213,설레임,1200,9.4,18시
72,ice3,아이스크림3,minor_female,39213,빵빠레,1400,6.5,18시
72,ice3,아이스크림3,adult_male,39214,메로나,600,9.3,13시
72,ice6,아이스크림6,adult_male,39214,월드콘,1200,16.2,13시
72,ice6,아이스크림6,adult_male,39216,하드보스,1200,19.8,21시
72,ice2,아이스크림2,adult_male,39216,나뚜루파인트,3000,11.2,21시
72,ice5,아이스크림5,adult_male,39216,스크류바,600,8.5,21시
72,snack1,과자1,minor_male,39217,포테이토칩,1500,8.2,11시
72,ice6,아이스크림6,minor_male,39218,월드콘,1200,6.3,13시
72,beverage,음료,minor_male,39218,아메리카노,2000,8.8,13시
72,beverage,음료,adult_female,39219,카페라떼,2000,7.5,14시
72,ice5,아이스크림5,adult_female,39219,탱크보이,800,8.8,14시
72,ice3,아이스크림3,adult_female,39219,비비빅,1400,9.2,14시
72,snack1,과자1,adult_female,39219,초코과자,1800,5.6,14시
72,snack2,과자2,minor_male,39220,짱구,500,10.4,14시
72,ice6,아이스크림6,minor_male,39220,구구콘,1200,6.5,14시
72,ice3,아이스크림3,minor_male,39220,구구콘,1200,7.6,14시
72,ice5,아이스크림5,minor_female,39221,수박바,600,11.5,12시
72,ice4,아이스크림4,minor_female,39221,아이스케이크,2500,12.8,12시
72,snack1,과자1,minor_female,39221,포테이토칩,1500,7.4,12시
72,ice4,아이스크림4,adult_female,39222,프리미엄하드,1800,10.4,14시
72,ice2,아이스크림2,adult_female,39222,아이스세트,2800,6.8,14시
72,ice5,아이스크림5,minor_female,39223,카나페,1200,8.1,17시
72,ice3,아이스크림3,minor_female,39223,빵빠레,1400,4.7,17시
72,snack2,과자2,minor_female,39224,사탕,300,5.0,18시
72,ice5,아이스크림5,minor_female,39224,탱크보이,800,7.1,18시
72,ice4,아이스크림4,minor_female,39224,프리미엄하드,1800,17.1,18시
72,ice6,아이스크림6,minor_female,39224,빵빠레,1200,15.0,18시
72,ice1,아이스크림1,minor_female,39224,아이스바,800,3.9,18시
72,beverage,음료,adult_female,39225,아메리카노,2000,8.0,12시
72,snack1,과자1,adult_female,39225,새우과자,1500,9.7,12시
72,ice2,아이스크림2,adult_female,39226,투게더,2500,7.4,14시
72,ice6,아이스크림6,adult_female,39226,아이스샌드,1800,12.7,14시
72,ice4,아이스크림4,adult_male,39227,아이스케이크,2500,12.3,14시
72,ice5,아이스크림5,adult_male,39227,설레임,1200,7.6,14시
72,ice4,아이스크림4,minor_female,39228,아이스케이크,2500,8.4,15시
72,ice5,아이스크림5,minor_female,39228,설레임,1200,5.8,15시
72,snack2,과자2,minor_male,39229,사탕,300,15.6,17시
72,ice5,아이스크림5,minor_male,39229,설레임,1200,9.5,17시
72,ice3,아이스크림3,adult_female,39230,메로나,600,9.9,15시
72,beverage,음료,adult_female,39230,아메리카노,2000,3.4,15시
72,ice4,아이스크림4,adult_female,39230,프리미엄하드,1800,10.6,15시
72,ice6,아이스크림6,minor_male,39231,구구콘,1200,14.7,12시
72,ice5,아이스크림5,minor_male,39231,카나페,1200,5.9,12시
72,snack1,과자1,minor_male,39231,콘스낵,1200,8.0,12시
72,beverage,음료,minor_male,39231,포카리스웨트,1800,3.7,12시
72,ice2,아이스크림2,minor_male,39231,투게더,2500,8.4,12시
72,ice6,아이스크림6,adult_male,39232,빵빠레,1200,13.2,16시
72,ice3,아이스크림3,adult_female,39234,부라보콘,1200,8.9,17시
72,beverage,음료,adult_female,39234,파워에이드,1500,9.5,17시
72,ice1,아이스크림1,adult_female,39234,아이스바,800,6.2,17시
72,ice2,아이스크림2,adult_female,39234,하겐다즈,3500,14.3,17시
72,ice5,아이스크림5,adult_female,39235,설레임,1200,7.0,15시
72,ice4,아이스크림4,adult_female,39235,투게더대,2000,18.7,15시
72,ice6,아이스크림6,minor_male,39236,빵빠레,1200,7.3,14시
72,snack1,과자1,minor_male,39236,새우과자,1500,7.7,14시
72,ice1,아이스크림1,minor_male,39236,스크류바,600,9.5,14시
72,snack2,과자2,minor_female,39237,알감자,500,16.6,12시
72,ice5,아이스크림5,minor_female,39237,수박바,600,10.1,12시
72,ice4,아이스크림4,minor_female,39237,대용량아이스,1500,18.3,12시
72,ice2,아이스크림2,minor_female,39237,메로나4입,2400,14.6,12시
72,beverage,음료,adult_female,39238,카페라떼,2000,6.2,17시
72,ice5,아이스크림5,adult_female,39238,스크류바,600,4.9,17시
72,ice1,아이스크림1,adult_female,39238,스크류바,600,4.9,17시
72,snack1,과자1,adult_male,39239,콘스낵,1200,3.5,14시
72,ice4,아이스크림4,minor_female,39240,아이스케이크,2500,9.1,10시
72,ice2,아이스크림2,minor_female,39240,아이스세트,2800,13.5,10시
72,ice5,아이스크림5,minor_female,39242,탱크보이,800,6.7,14시
72,snack1,과자1,minor_female,39242,초코과자,1800,5.0,14시
72,ice6,아이스크림6,adult_male,39243,월드콘,1200,16.6,20시
72,ice4,아이스크림4,adult_male,39243,투게더대,2000,18.1,20시
72,snack1,과자1,adult_female,39244,콘스낵,1200,7.6,20시
72,snack1,과자1,minor_male,39245,포테이토칩,1500,3.2,18시
72,ice5,아이스크림5,minor_male,39245,탱크보이,800,7.9,18시
72,ice3,아이스크림3,adult_female,39246,구구콘,1200,11.5,18시
72,ice2,아이스크림2,adult_female,39246,나뚜루파인트,3000,11.9,18시
72,snack2,과자2,minor_female,39247,짱구,500,8.5,15시
72,snack1,과자1,minor_female,39247,콘스낵,1200,9.4,15시
72,ice4,아이스크림4,adult_male,39248,프리미엄하드,1800,18.1,14시
72,snack1,과자1,adult_male,39249,새우과자,1500,5.6,10시
72,snack2,과자2,adult_male,39249,사탕,300,14.6,10시
72,ice4,아이스크림4,adult_male,39250,대용량아이스,1500,15.0,15시
72,ice3,아이스크림3,adult_male,39250,부라보콘,1200,9.4,15시
72,ice4,아이스크림4,minor_male,39251,프리미엄하드,1800,18.3,13시
72,snack1,과자1,minor_male,39252,콘스낵,1200,9.2,19시
72,ice2,아이스크림2,minor_male,39252,아이스세트,2800,6.4,19시
72,beverage,음료,minor_male,39252,카페라떼,2000,4.4,19시
72,snack1,과자1,minor_male,39253,크래커,1200,7.5,13시
72,ice3,아이스크림3,minor_male,39253,구구콘,1200,8.9,13시
72,ice2,아이스크림2,minor_male,39253,나뚜루파인트,3000,8.7,13시
72,ice5,아이스크림5,adult_female,39254,수박바,600,4.0,20시
72,ice5,아이스크림5,adult_female,39255,수박바,600,7.8,15시
72,beverage,음료,adult_female,39255,아메리카노,2000,3.5,15시
72,ice2,아이스크림2,adult_female,39255,나뚜루파인트,3000,6.0,15시
72,ice4,아이스크림4,adult_female,39255,대용량아이스,1500,17.0,15시
72,ice5,아이스크림5,minor_female,39256,수박바,600,10.7,17시
72,snack2,과자2,minor_female,39256,사탕,300,16.7,17시
72,ice6,아이스크림6,minor_male,39257,하드보스,1200,10.8,19시
72,ice5,아이스크림5,minor_male,39258,스크류바,600,5.8,19시
72,ice3,아이스크림3,minor_male,39258,부라보콘,1200,5.9,19시
72,ice2,아이스크림2,minor_male,39258,하겐다즈,3500,14.3,19시
72,ice3,아이스크림3,adult_male,39260,비비빅,1400,11.6,14시
72,ice1,아이스크림1,adult_male,39260,죠스바,700,8.2,14시
72,ice5,아이스크림5,minor_female,39261,탱크보이,800,3.1,11시
72,ice1,아이스크림1,minor_female,39261,스크류바,600,8.8,11시
72,ice3,아이스크림3,minor_female,39261,부라보콘,1200,7.5,11시
72,ice3,아이스크림3,adult_female,39263,구구콘,1200,10.3,13시
72,ice5,아이스크림5,adult_female,39263,카나페,1200,5.5,13시
72,ice6,아이스크림6,adult_female,39263,빵빠레,1200,17.3,13시
72,ice4,아이스크림4,adult_female,39263,대용량아이스,1500,15.1,13시
72,ice5,아이스크림5,minor_male,39264,카나페,1200,7.9,11시
72,ice2,아이스크림2,minor_male,39264,메로나4입,2400,6.5,11시
72,snack1,과자1,minor_male,39266,콘스낵,1200,5.7,17시
72,ice5,아이스크림5,minor_male,39266,탱크보이,800,4.0,17시
72,ice1,아이스크림1,minor_male,39266,수박바,700,4.3,17시
72,snack1,과자1,adult_male,39267,초코과자,1800,3.4,13시
72,ice2,아이스크림2,adult_male,39267,메로나4입,2400,14.3,13시
72,beverage,음료,adult_female,39268,파워에이드,1500,4.9,12시
72,ice2,아이스크림2,adult_female,39268,투게더,2500,14.2,12시
72,beverage,음료,adult_male,39269,카페라떼,2000,8.9,15시
72,snack1,과자1,adult_female,39270,크래커,1200,7.6,16시
72,snack1,과자1,minor_male,39271,콘스낵,1200,5.7,10시
72,beverage,음료,minor_male,39271,파워에이드,1500,8.3,10시
72,ice3,아이스크림3,adult_female,39272,메로나,600,11.2,13시
72,beverage,음료,adult_female,39272,포카리스웨트,1800,6.7,13시
72,ice2,아이스크림2,adult_female,39272,하겐다즈,3500,6.4,13시
72,snack2,과자2,adult_female,39272,꼬깔콘,800,8.1,13시
72,ice4,아이스크림4,minor_female,39273,투게더대,2000,13.0,19시
72,beverage,음료,minor_female,39273,카페라떼,2000,6.6,19시
72,beverage,음료,adult_female,39274,커피,1500,6.7,10시
72,ice3,아이스크림3,adult_female,39274,구구콘,1200,5.0,10시
72,snack2,과자2,adult_female,39274,꼬깔콘,800,17.7,10시
72,beverage,음료,adult_female,39275,포카리스웨트,1800,9.9,16시
72,ice5,아이스크림5,adult_female,39275,수박바,600,8.0,16시
72,ice4,아이스크림4,adult_female,39275,대용량아이스,1500,14.3,16시
72,ice4,아이스크림4,minor_female,39276,대용량아이스,1500,14.0,18시
72,ice2,아이스크림2,minor_female,39276,하겐다즈,3500,14.5,18시
72,ice6,아이스크림6,minor_female,39276,빵빠레,1200,10.7,18시
72,ice6,아이스크림6,minor_male,39277,월드콘,1200,13.8,13시
72,ice5,아이스크림5,minor_male,39277,스크류바,600,9.5,13시
72,ice4,아이스크림4,minor_male,39277,프리미엄하드,1800,13.5,13시
72,ice5,아이스크림5,minor_female,39278,설레임,1200,7.1,13시
72,ice4,아이스크림4,minor_female,39278,아이스케이크,2500,17.8,13시
72,snack1,과자1,minor_female,39278,크래커,1200,7.3,13시
72,ice6,아이스크림6,minor_female,39278,빵빠레,1200,11.9,13시
72,ice4,아이스크림4,minor_female,39279,대용량아이스,1500,16.1,16시
72,ice6,아이스크림6,minor_female,39279,구구콘,1200,12.2,16시
72,snack1,과자1,minor_male,39280,콘스낵,1200,6.1,16시
72,ice6,아이스크림6,minor_male,39280,구구콘,1200,15.4,16시
72,ice4,아이스크림4,minor_male,39280,대용량아이스,1500,19.8,16시
72,ice3,아이스크림3,minor_male,39280,구구콘,1200,10.3,16시
72,snack2,과자2,minor_male,39281,바나나킥,500,15.4,15시
72,ice4,아이스크림4,minor_male,39281,아이스케이크,2500,15.1,15시
72,ice4,아이스크림4,minor_female,39282,대용량아이스,1500,19.1,11시
72,ice3,아이스크림3,adult_female,39283,부라보콘,1200,6.6,20시
72,snack1,과자1,minor_male,39284,크래커,1200,7.7,13시
72,ice2,아이스크림2,minor_male,39284,메로나4입,2400,10.0,13시
72,snack2,과자2,minor_female,39285,바나나킥,500,17.6,15시
72,ice6,아이스크림6,minor_female,39285,월드콘,1200,18.4,15시
72,ice2,아이스크림2,minor_female,39285,메로나4입,2400,8.0,15시
72,snack2,과자2,minor_male,39286,알감자,500,6.6,15시
72,ice3,아이스크림3,minor_male,39286,빵빠레,1400,7.7,15시
72,snack1,과자1,minor_female,39287,포테이토칩,1500,4.8,15시
72,ice4,아이스크림4,minor_female,39288,대용량아이스,1500,10.1,14시
72,snack2,과자2,minor_female,39288,짱구,500,10.7,14시
72,ice6,아이스크림6,minor_female,39288,구구콘,1200,7.2,14시
72,ice3,아이스크림3,adult_male,39289,부라보콘,1200,11.6,12시
72,ice4,아이스크림4,adult_male,39289,대용량아이스,1500,17.0,12시
72,ice5,아이스크림5,minor_female,39290,스크류바,600,11.2,16시
72,snack2,과자2,minor_female,39290,꼬깔콘,800,7.5,16시
72,ice4,아이스크림4,minor_female,39290,대용량아이스,1500,13.9,16시
72,ice2,아이스크림2,minor_female,39290,하겐다즈,3500,13.5,16시
72,ice1,아이스크림1,minor_female,39290,스크류바,600,5.0,16시
72,ice5,아이스크림5,adult_female,39291,탱크보이,800,6.2,17시
72,snack1,과자1,adult_female,39291,포테이토칩,1500,3.8,17시
72,ice6,아이스크림6,adult_female,39291,구구콘,1200,15.0,17시
72,snack2,과자2,minor_male,39292,사탕,300,13.6,10시
72,ice3,아이스크림3,minor_male,39292,빵빠레,1400,4.6,10시
72,ice4,아이스크림4,minor_male,39292,투게더대,2000,14.6,10시
72,ice5,아이스크림5,adult_female,39293,탱크보이,800,7.1,10시
72,ice3,아이스크림3,adult_female,39293,부라보콘,1200,7.9,10시
72,beverage,음료,adult_female,39293,아메리카노,2000,5.6,10시
72,ice5,아이스크림5,adult_female,39294,수박바,600,6.1,20시
72,beverage,음료,adult_female,39294,아메리카노,2000,9.4,20시
72,ice3,아이스크림3,adult_female,39294,구구콘,1200,6.0,20시
72,ice1,아이스크림1,adult_female,39294,쮸쮸바,400,9.9,20시
72,ice4,아이스크림4,minor_female,39295,프리미엄하드,1800,14.4,15시
72,ice5,아이스크림5,minor_female,39295,카나페,1200,11.8,15시
72,snack2,과자2,minor_female,39295,바나나킥,500,8.1,15시
72,ice3,아이스크림3,adult_male,39296,부라보콘,1200,8.6,20시
72,beverage,음료,adult_male,39296,포카리스웨트,1800,3.2,20시
72,snack1,과자1,adult_male,39296,새우과자,1500,5.6,20시
72,ice3,아이스크림3,adult_female,39297,빵빠레,1400,11.2,10시
72,ice2,아이스크림2,adult_female,39297,아이스세트,2800,9.4,10시
72,snack1,과자1,adult_male,39298,새우과자,1500,9.0,18시
72,ice4,아이스크림4,adult_male,39298,아이스케이크,2500,15.8,18시
72,ice2,아이스크림2,minor_male,39299,메로나4입,2400,10.3,15시
72,ice5,아이스크림5,minor_male,39300,설레임,1200,3.5,12시
72,ice2,아이스크림2,minor_male,39300,나뚜루파인트,3000,11.5,12시
72,ice5,아이스크림5,adult_female,39301,수박바,600,7.0,10시
72,ice4,아이스크림4,adult_female,39301,아이스케이크,2500,9.7,10시
72,ice5,아이스크림5,adult_male,39302,수박바,600,8.5,15시
72,ice5,아이스크림5,minor_female,39303,카나페,1200,6.5,14시
72,ice4,아이스크림4,minor_female,39303,아이스케이크,2500,10.7,14시
72,snack2,과자2,minor_female,39303,꼬깔콘,800,13.4,14시
72,ice4,아이스크림4,minor_female,39304,투게더대,2000,8.9,14시
72,ice6,아이스크림6,minor_female,39304,하드보스,1200,11.2,14시
72,snack1,과자1,adult_male,39305,초코과자,1800,7.9,16시
72,beverage,음료,adult_male,39305,커피,1500,3.8,16시
72,snack1,과자1,minor_male,39306,콘스낵,1200,9.6,14시
72,ice6,아이스크림6,minor_male,39306,빵빠레,1200,8.1,14시
72,ice2,아이스크림2,minor_male,39306,나뚜루파인트,3000,10.1,14시
72,beverage,음료,adult_female,39307,커피,1500,3.4,18시
72,ice5,아이스크림5,adult_female,39307,수박바,600,5.3,18시
72,ice1,아이스크림1,adult_female,39307,죠스바,700,9.8,18시
72,snack1,과자1,adult_female,39307,초코과자,1800,5.8,18시
72,beverage,음료,adult_male,39308,아메리카노,2000,3.3,13시
72,beverage,음료,adult_male,39309,아메리카노,2000,7.7,19시
72,ice3,아이스크림3,adult_male,39309,비비빅,1400,8.6,19시
72,snack1,과자1,adult_male,39310,초코과자,1800,9.8,10시
72,ice3,아이스크림3,adult_male,39311,빵빠레,1400,9.8,11시
72,ice5,아이스크림5,minor_female,39312,탱크보이,800,4.7,12시
72,ice4,아이스크림4,minor_female,39312,프리미엄하드,1800,18.0,12시
72,ice6,아이스크림6,minor_female,39312,월드콘,1200,11.3,12시
72,beverage,음료,minor_female,39312,커피,1500,9.9,12시
72,snack1,과자1,minor_male,39313,초코과자,1800,7.7,13시
72,ice5,아이스크림5,minor_male,39313,탱크보이,800,3.1,13시
72,ice2,아이스크림2,minor_male,39313,나뚜루파인트,3000,6.8,13시
72,ice3,아이스크림3,minor_male,39313,빵빠레,1400,8.9,13시
72,ice3,아이스크림3,adult_female,39314,구구콘,1200,8.9,18시
72,snack1,과자1,adult_female,39314,포테이토칩,1500,6.5,18시
72,ice6,아이스크림6,adult_male,39315,아이스샌드,1800,18.8,20시
72,ice4,아이스크림4,adult_male,39315,프리미엄하드,1800,12.3,20시
72,ice3,아이스크림3,adult_female,39316,메로나,600,5.7,18시
72,ice4,아이스크림4,minor_female,39317,대용량아이스,1500,12.0,19시
72,ice2,아이스크림2,adult_male,39318,메로나4입,2400,10.9,11시
72,ice4,아이스크림4,adult_male,39318,대용량아이스,1500,14.7,11시
72,ice5,아이스크림5,adult_female,39319,설레임,1200,10.3,12시
72,beverage,음료,adult_female,39319,파워에이드,1500,3.9,12시
72,ice3,아이스크림3,adult_female,39319,구구콘,1200,8.0,12시
72,ice2,아이스크림2,adult_female,39319,투게더,2500,6.5,12시
72,ice6,아이스크림6,adult_female,39320,월드콘,1200,14.8,15시
72,beverage,음료,adult_female,39321,아메리카노,2000,5.4,18시
72,ice6,아이스크림6,adult_female,39321,빵빠레,1200,5.0,18시
72,ice2,아이스크림2,adult_female,39321,메로나4입,2400,12.8,18시
72,ice5,아이스크림5,minor_female,39322,스크류바,600,5.1,19시
72,ice4,아이스크림4,minor_female,39322,대용량아이스,1500,8.4,19시
72,snack2,과자2,adult_male,39323,알감자,500,5.0,20시
72,snack1,과자1,minor_male,39325,포테이토칩,1500,5.2,13시
72,ice3,아이스크림3,minor_male,39325,메로나,600,7.6,13시
72,beverage,음료,minor_male,39325,파워에이드,1500,9.6,13시
72,ice6,아이스크림6,adult_male,39326,하드보스,1200,16.6,13시
72,ice5,아이스크림5,adult_male,39327,설레임,1200,4.3,17시
72,snack1,과자1,minor_female,39328,새우과자,1500,7.7,16시
72,ice5,아이스크림5,minor_male,39329,수박바,600,4.1,14시
72,ice2,아이스크림2,minor_male,39329,나뚜루파인트,3000,6.2,14시
72,ice4,아이스크림4,minor_male,39330,대용량아이스,1500,13.2,16시
72,ice4,아이스크림4,minor_female,39331,대용량아이스,1500,14.6,18시
72,ice6,아이스크림6,minor_female,39331,하드보스,1200,17.5,18시
72,ice4,아이스크림4,minor_female,39332,프리미엄하드,1800,14.6,12시
72,ice5,아이스크림5,minor_female,39332,탱크보이,800,7.1,12시
72,beverage,음료,minor_female,39332,카페라떼,2000,4.8,12시
72,ice5,아이스크림5,adult_female,39333,설레임,1200,7.8,18시
72,ice4,아이스크림4,adult_female,39333,투게더대,2000,15.7,18시
72,ice2,아이스크림2,adult_female,39333,나뚜루파인트,3000,8.1,18시
72,ice6,아이스크림6,adult_male,39334,빵빠레,1200,8.3,17시
72,beverage,음료,adult_male,39334,아메리카노,2000,6.2,17시
72,ice5,아이스크림5,adult_female,39335,스크류바,600,8.1,10시
72,beverage,음료,adult_female,39335,포카리스웨트,1800,5.3,10시
72,ice3,아이스크림3,adult_female,39335,빵빠레,1400,8.8,10시
72,ice1,아이스크림1,adult_female,39335,수박바,700,5.0,10시
72,snack1,과자1,minor_female,39336,새우과자,1500,3.5,14시
72,ice3,아이스크림3,adult_male,39337,메로나,600,6.1,15시
