에이전트ID,고객분류,고객분류명,구역ID,구역명,상품명,가격,체류시간,일차,시간대
37426,adult_male,성년 남성,daily,생활용품,샴푸,8000,8.5,70,15시
37426,adult_male,성년 남성,premium,프리미엄,와인,25000,5.2,70,15시
37428,adult_female,성년 여성,daily,생활용품,치약,3500,9.3,70,16시
37428,adult_female,성년 여성,cosmetic,화장품,립스틱,15000,9.6,70,16시
37429,adult_female,성년 여성,daily,생활용품,주방세제,4000,10.4,70,19시
37431,adult_female,성년 여성,frozen,냉동식품,군만두,6000,9.9,70,21시
37432,adult_female,성년 여성,frozen,냉동식품,만두,5000,5.4,70,18시
37432,adult_female,성년 여성,daily,생활용품,주방세제,4000,8.4,70,18시
37432,adult_female,성년 여성,beverage,음료,콜라,1500,4.1,70,18시
37434,adult_male,성년 남성,daily,생활용품,핸드크림,6000,6.8,70,20시
37435,adult_male,성년 남성,premium,프리미엄,위스키,45000,9.4,70,14시
37435,adult_male,성년 남성,daily,생활용품,핸드크림,6000,8.9,70,14시
37436,adult_female,성년 여성,premium,프리미엄,수입과자,8000,7.3,70,19시
37437,adult_female,성년 여성,bakery,베이커리,베이글,2500,9.8,70,21시
37437,adult_female,성년 여성,premium,프리미엄,수입와인,32000,9.7,70,21시
37438,adult_female,성년 여성,frozen,냉동식품,아이스크림,2000,10.4,70,12시
37439,adult_female,성년 여성,beverage,음료,우유,1800,8.8,70,12시
37439,adult_female,성년 여성,frozen,냉동식품,냉동새우,12000,5.1,70,12시
37440,adult_male,성년 남성,beverage,음료,이온음료,1800,4.4,70,20시
37441,adult_female,성년 여성,daily,생활용품,비누,2000,8.8,70,20시
37441,adult_female,성년 여성,bakery,베이커리,크로아상,3000,5.1,70,20시
37442,adult_male,성년 남성,frozen,냉동식품,어묵,3000,6.0,70,19시
37442,adult_male,성년 남성,daily,생활용품,비누,2000,6.3,70,19시
37442,adult_male,성년 남성,beverage,음료,이온음료,1800,10.0,70,19시
37443,adult_female,성년 여성,beverage,음료,탄산수,1200,9.3,70,21시
37444,minor_female,미성년 여성,beverage,음료,우유,1800,5.1,70,10시
37445,adult_female,성년 여성,bakery,베이커리,마카롱,5000,5.2,70,11시
37445,adult_female,성년 여성,frozen,냉동식품,핫도그,2500,6.0,70,11시
37446,adult_female,성년 여성,cosmetic,화장품,BB크림,18000,7.9,70,14시
37448,adult_female,성년 여성,frozen,냉동식품,만두,5000,8.0,70,18시
37448,adult_female,성년 여성,premium,프리미엄,와인,25000,4.1,70,18시
37448,adult_female,성년 여성,daily,생활용품,세제,5000,7.8,70,18시
37449,minor_female,미성년 여성,bakery,베이커리,머핀,2500,5.0,70,20시
37449,minor_female,미성년 여성,beverage,음료,우유,1800,4.4,70,20시
37450,adult_female,성년 여성,premium,프리미엄,위스키,45000,8.7,70,18시
37451,adult_female,성년 여성,beverage,음료,녹차,1200,8.0,70,14시
37452,adult_female,성년 여성,daily,생활용품,핸드크림,6000,6.1,70,18시
37452,adult_female,성년 여성,beverage,음료,사이다,1500,7.0,70,18시
37453,adult_female,성년 여성,beverage,음료,사이다,1500,7.4,70,19시
37454,minor_female,미성년 여성,snack,과자/스낵,초코파이,2500,1.5,70,12시
37455,adult_male,성년 남성,daily,생활용품,핸드크림,6000,9.9,70,20시
37455,adult_male,성년 남성,bakery,베이커리,치즈케이크,6000,4.8,70,20시
37456,adult_male,성년 남성,frozen,냉동식품,냉동새우,12000,7.5,70,14시
37457,adult_male,성년 남성,beverage,음료,콜라,1500,7.9,70,20시
37457,adult_male,성년 남성,frozen,냉동식품,어묵,3000,9.5,70,20시
37457,adult_male,성년 남성,bakery,베이커리,에클레어,4000,6.6,70,20시
37459,adult_female,성년 여성,frozen,냉동식품,군만두,6000,8.2,70,17시
37461,adult_female,성년 여성,beverage,음료,우유,1800,6.0,70,15시
37461,adult_female,성년 여성,bakery,베이커리,에클레어,4000,5.5,70,15시
37462,adult_female,성년 여성,premium,프리미엄,수입초콜릿,15000,6.9,70,14시
37462,adult_female,성년 여성,beverage,음료,두유,1500,6.2,70,14시
37463,adult_male,성년 남성,premium,프리미엄,위스키,45000,7.2,70,17시
37463,adult_male,성년 남성,frozen,냉동식품,냉동볶음밥,4500,9.5,70,17시
37465,adult_female,성년 여성,frozen,냉동식품,냉동볶음밥,4500,7.4,70,17시
37466,minor_male,미성년 남성,beverage,음료,커피,2000,4.4,70,10시
37467,adult_male,성년 남성,beverage,음료,사이다,1500,8.3,70,15시
37468,adult_female,성년 여성,beverage,음료,탄산수,1200,9.4,70,18시
37471,minor_female,미성년 여성,bakery,베이커리,치즈케이크,6000,4.4,70,16시
37471,minor_female,미성년 여성,snack,과자/스낵,초코파이,2500,2.2,70,16시
37472,adult_female,성년 여성,premium,프리미엄,프리미엄커피,12000,5.0,70,13시
37472,adult_female,성년 여성,cosmetic,화장품,블러셔,14000,9.6,70,13시
37472,adult_female,성년 여성,bakery,베이커리,머핀,2500,5.5,70,13시
37473,adult_female,성년 여성,frozen,냉동식품,핫도그,2500,7.7,70,12시
37475,minor_female,미성년 여성,bakery,베이커리,크로아상,3000,4.1,70,15시
37475,minor_female,미성년 여성,snack,과자/스낵,새우깡,1500,1.7,70,15시
37475,minor_female,미성년 여성,beverage,음료,콜라,1500,3.0,70,15시
37477,adult_female,성년 여성,beverage,음료,커피,2000,9.4,70,20시
37479,adult_male,성년 남성,beverage,음료,녹차,1200,8.3,70,13시
37480,adult_male,성년 남성,frozen,냉동식품,냉동피자,8000,5.7,70,14시
37480,adult_male,성년 남성,daily,생활용품,휴지,4500,9.0,70,14시
37481,adult_male,성년 남성,beverage,음료,두유,1500,10.2,70,18시
37481,adult_male,성년 남성,daily,생활용품,비누,2000,9.2,70,18시
37481,adult_male,성년 남성,frozen,냉동식품,군만두,6000,8.6,70,18시
37483,adult_male,성년 남성,beverage,음료,탄산수,1200,9.1,70,21시
37484,adult_female,성년 여성,daily,생활용품,샴푸,8000,7.4,70,12시
37485,adult_female,성년 여성,beverage,음료,주스,2500,5.7,70,19시
37485,adult_female,성년 여성,frozen,냉동식품,냉동라면,3500,5.8,70,19시
37485,adult_female,성년 여성,daily,생활용품,수건,5000,8.1,70,19시
37486,adult_female,성년 여성,beverage,음료,콜라,1500,8.4,70,14시
37487,adult_male,성년 남성,beverage,음료,녹차,1200,5.3,70,21시
37487,adult_male,성년 남성,premium,프리미엄,위스키,45000,10.1,70,21시
37488,adult_male,성년 남성,beverage,음료,녹차,1200,8.1,70,16시
37488,adult_male,성년 남성,daily,생활용품,휴지,4500,8.9,70,16시
37488,adult_male,성년 남성,frozen,냉동식품,군만두,6000,8.8,70,16시
37489,adult_female,성년 여성,daily,생활용품,샴푸,8000,6.8,70,21시
37490,adult_female,성년 여성,cosmetic,화장품,아이라이너,12000,9.7,70,20시
37490,adult_female,성년 여성,daily,생활용품,세제,5000,8.1,70,20시
37490,adult_female,성년 여성,premium,프리미엄,럼,28000,8.7,70,20시
37491,adult_male,성년 남성,beverage,음료,탄산수,1200,5.1,70,19시
37491,adult_male,성년 남성,daily,생활용품,치약,3500,9.6,70,19시
37491,adult_male,성년 남성,premium,프리미엄,수입과자,8000,8.0,70,19시
37492,minor_male,미성년 남성,snack,과자/스낵,허니버터칩,2000,5.0,70,20시
37492,minor_male,미성년 남성,beverage,음료,이온음료,1800,4.9,70,20시
37493,adult_female,성년 여성,beverage,음료,콜라,1500,7.6,70,19시
37493,adult_female,성년 여성,daily,생활용품,바디로션,8000,9.5,70,19시
37494,adult_female,성년 여성,frozen,냉동식품,핫도그,2500,6.4,70,14시
37494,adult_female,성년 여성,snack,과자/스낵,초코파이,2500,4.2,70,14시
37496,adult_female,성년 여성,snack,과자/스낵,빠다코코낫,1500,6.2,70,10시
37497,adult_male,성년 남성,daily,생활용품,세제,5000,10.3,70,11시
37497,adult_male,성년 남성,beverage,음료,두유,1500,5.8,70,11시
37497,adult_male,성년 남성,snack,과자/스낵,젤리,1000,9.5,70,11시
37498,adult_female,성년 여성,cosmetic,화장품,립밤,8000,7.2,71,12시
37498,adult_female,성년 여성,premium,프리미엄,수입초콜릿,15000,5.8,71,12시
37499,adult_female,성년 여성,frozen,냉동식품,군만두,6000,9.8,71,21시
37499,adult_female,성년 여성,beverage,음료,주스,2500,7.0,71,21시
37501,adult_male,성년 남성,frozen,냉동식품,냉동볶음밥,4500,7.0,71,20시
37502,adult_female,성년 여성,beverage,음료,이온음료,1800,7.7,71,16시
37502,adult_female,성년 여성,snack,과자/스낵,꼬깔콘,1200,7.1,71,16시
37504,minor_male,미성년 남성,snack,과자/스낵,초코파이,2500,5.1,71,17시
37505,adult_male,성년 남성,beverage,음료,탄산수,1200,6.6,71,17시
37506,adult_male,성년 남성,daily,생활용품,샴푸,8000,9.5,71,16시
37507,adult_male,성년 남성,frozen,냉동식품,냉동볶음밥,4500,9.2,71,12시
37507,adult_male,성년 남성,beverage,음료,이온음료,1800,8.5,71,12시
37507,adult_male,성년 남성,snack,과자/스낵,허니버터칩,2000,9.1,71,12시
37509,minor_male,미성년 남성,beverage,음료,녹차,1200,2.9,71,16시
37510,adult_male,성년 남성,frozen,냉동식품,핫도그,2500,5.0,71,16시
37511,adult_female,성년 여성,daily,생활용품,칫솔,3000,6.7,71,17시
37511,adult_female,성년 여성,bakery,베이커리,샌드위치,4500,4.3,71,17시
37512,adult_male,성년 남성,cosmetic,화장품,파운데이션,25000,7.5,71,19시
37513,adult_male,성년 남성,beverage,음료,우유,1800,9.8,71,15시
37514,adult_male,성년 남성,frozen,냉동식품,냉동치킨,9000,9.6,71,12시
37515,minor_male,미성년 남성,beverage,음료,사이다,1500,3.9,71,19시
37515,minor_male,미성년 남성,cosmetic,화장품,마스카라,12000,5.0,71,19시
37516,adult_female,성년 여성,daily,생활용품,치약,3500,4.2,71,11시
37517,adult_female,성년 여성,daily,생활용품,바디로션,8000,4.5,71,13시
37518,adult_female,성년 여성,premium,프리미엄,수입치즈,18000,6.5,71,19시
37520,adult_male,성년 남성,premium,프리미엄,브랜디,42000,5.5,71,13시
37521,adult_female,성년 여성,frozen,냉동식품,냉동새우,12000,4.1,71,19시
37522,minor_female,미성년 여성,bakery,베이커리,시나몬롤,3500,3.8,71,10시
37523,adult_male,성년 남성,beverage,음료,콜라,1500,7.2,71,18시
37525,adult_female,성년 여성,daily,생활용품,주방세제,4000,9.1,71,14시
37526,adult_female,성년 여성,daily,생활용품,샴푸,8000,10.3,71,11시
37526,adult_female,성년 여성,beverage,음료,이온음료,1800,4.0,71,11시
37527,adult_female,성년 여성,frozen,냉동식품,냉동새우,12000,4.6,71,16시
37529,adult_female,성년 여성,cosmetic,화장품,아이섀도,18000,4.8,71,14시
37531,adult_female,성년 여성,bakery,베이커리,시나몬롤,3500,8.3,71,19시
37531,adult_female,성년 여성,beverage,음료,이온음료,1800,5.3,71,19시
37532,adult_male,성년 남성,beverage,음료,우유,1800,7.3,71,16시
37534,adult_male,성년 남성,daily,생활용품,휴지,4500,9.3,71,20시
37534,adult_male,성년 남성,bakery,베이커리,소금빵,2000,8.5,71,20시
37535,adult_male,성년 남성,beverage,음료,콜라,1500,5.7,71,13시
37536,adult_female,성년 여성,daily,생활용품,바디로션,8000,9.8,71,15시
37536,adult_female,성년 여성,frozen,냉동식품,냉동라면,3500,8.4,71,15시
37537,adult_male,성년 남성,beverage,음료,녹차,1200,5.3,71,13시
37537,adult_male,성년 남성,snack,과자/스낵,사탕,800,7.1,71,13시
37538,minor_female,미성년 여성,beverage,음료,에너지드링크,2200,4.3,71,19시
37539,adult_female,성년 여성,daily,생활용품,수건,5000,5.1,71,18시
37540,adult_female,성년 여성,beverage,음료,녹차,1200,8.8,71,17시
37541,adult_male,성년 남성,beverage,음료,녹차,1200,9.3,71,15시
37541,adult_male,성년 남성,frozen,냉동식품,만두,5000,5.4,71,15시
37542,adult_female,성년 여성,daily,생활용품,핸드크림,6000,9.1,71,13시
37544,minor_female,미성년 여성,snack,과자/스낵,빠다코코낫,1500,3.0,71,15시
37546,adult_female,성년 여성,premium,프리미엄,수입치즈,18000,8.6,71,14시
37547,minor_male,미성년 남성,snack,과자/스낵,사탕,800,2.4,71,13시
37547,minor_male,미성년 남성,frozen,냉동식품,냉동새우,12000,3.4,71,13시
37548,adult_male,성년 남성,daily,생활용품,수건,5000,9.5,71,13시
37548,adult_male,성년 남성,beverage,음료,이온음료,1800,7.6,71,13시
37549,adult_female,성년 여성,cosmetic,화장품,BB크림,18000,7.4,71,13시
37550,minor_male,미성년 남성,beverage,음료,탄산수,1200,4.2,71,14시
37551,adult_male,성년 남성,frozen,냉동식품,냉동볶음밥,4500,9.9,71,20시
37551,adult_male,성년 남성,cosmetic,화장품,선크림,20000,6.9,71,20시
37552,adult_male,성년 남성,daily,생활용품,수건,5000,9.1,71,18시
37552,adult_male,성년 남성,premium,프리미엄,수입와인,32000,7.6,71,18시
37556,adult_female,성년 여성,beverage,음료,녹차,1200,9.6,71,18시
37558,adult_male,성년 남성,premium,프리미엄,와인,25000,6.1,71,16시
37559,adult_female,성년 여성,beverage,음료,탄산수,1200,7.4,71,13시
37559,adult_female,성년 여성,bakery,베이커리,베이글,2500,7.1,71,13시
37561,adult_female,성년 여성,beverage,음료,사이다,1500,4.6,71,16시
37562,adult_male,성년 남성,daily,생활용품,샴푸,8000,5.4,71,19시
37562,adult_male,성년 남성,beverage,음료,두유,1500,5.7,71,19시
37562,adult_male,성년 남성,frozen,냉동식품,만두,5000,5.8,71,19시
37563,minor_male,미성년 남성,snack,과자/스낵,오레오,2200,5.0,71,11시
37563,minor_male,미성년 남성,beverage,음료,두유,1500,3.0,71,11시
37564,adult_female,성년 여성,daily,생활용품,칫솔,3000,10.1,71,18시
37565,minor_female,미성년 여성,snack,과자/스낵,포카칩,1800,1.7,71,13시
37565,minor_female,미성년 여성,beverage,음료,두유,1500,4.1,71,13시
37565,minor_female,미성년 여성,bakery,베이커리,에클레어,4000,2.7,71,13시
37566,adult_female,성년 여성,premium,프리미엄,수입과자,8000,4.2,71,21시
37566,adult_female,성년 여성,beverage,음료,우유,1800,10.1,71,21시
37566,adult_female,성년 여성,bakery,베이커리,시나몬롤,3500,7.6,71,21시
37568,adult_female,성년 여성,beverage,음료,녹차,1200,8.8,71,21시
37569,adult_female,성년 여성,cosmetic,화장품,블러셔,14000,9.9,71,19시
37569,adult_female,성년 여성,bakery,베이커리,베이글,2500,7.5,71,19시
37570,adult_female,성년 여성,premium,프리미엄,수입과자,8000,7.6,71,17시
37572,adult_male,성년 남성,daily,생활용품,비누,2000,7.8,71,10시
37572,adult_male,성년 남성,beverage,음료,이온음료,1800,9.1,71,10시
37573,adult_female,성년 여성,cosmetic,화장품,립밤,8000,7.4,71,17시
37573,adult_female,성년 여성,premium,프리미엄,프리미엄커피,12000,9.9,71,17시
37574,adult_male,성년 남성,daily,생활용품,세제,5000,9.8,71,17시
37575,adult_male,성년 남성,snack,과자/스낵,허니버터칩,2000,7.3,71,11시
37577,adult_male,성년 남성,daily,생활용품,휴지,4500,4.1,71,16시
37577,adult_male,성년 남성,beverage,음료,녹차,1200,10.0,71,16시
37578,adult_male,성년 남성,daily,생활용품,주방세제,4000,5.3,71,15시
37579,minor_male,미성년 남성,beverage,음료,주스,2500,3.2,71,15시
37580,adult_female,성년 여성,premium,프리미엄,위스키,45000,8.7,71,21시
37580,adult_female,성년 여성,daily,생활용품,핸드크림,6000,6.6,71,21시
37580,adult_female,성년 여성,frozen,냉동식품,어묵,3000,6.4,71,21시
37580,adult_female,성년 여성,snack,과자/스낵,꼬깔콘,1200,6.0,71,21시
37581,minor_female,미성년 여성,snack,과자/스낵,꼬깔콘,1200,1.7,71,11시
37582,adult_male,성년 남성,beverage,음료,콜라,1500,9.6,71,20시
37582,adult_male,성년 남성,daily,생활용품,주방세제,4000,7.2,71,20시
37583,minor_female,미성년 여성,bakery,베이커리,소금빵,2000,5.0,71,19시
37583,minor_female,미성년 여성,beverage,음료,탄산수,1200,3.0,71,19시
37583,minor_female,미성년 여성,premium,프리미엄,위스키,45000,2.7,71,19시
37584,minor_female,미성년 여성,premium,프리미엄,위스키,45000,4.5,71,13시
37586,adult_male,성년 남성,premium,프리미엄,수입초콜릿,15000,6.3,71,20시
37587,adult_female,성년 여성,daily,생활용품,비누,2000,9.8,71,13시
37588,adult_male,성년 남성,frozen,냉동식품,어묵,3000,4.9,71,16시
37588,adult_male,성년 남성,daily,생활용품,칫솔,3000,7.5,71,16시
37589,adult_female,성년 여성,bakery,베이커리,마카롱,5000,7.7,71,19시
37589,adult_female,성년 여성,beverage,음료,주스,2500,8.6,71,19시
37589,adult_female,성년 여성,cosmetic,화장품,립밤,8000,6.9,71,19시
37590,minor_male,미성년 남성,beverage,음료,주스,2500,4.1,71,18시
37590,minor_male,미성년 남성,snack,과자/스낵,오레오,2200,4.4,71,18시
37592,adult_male,성년 남성,premium,프리미엄,위스키,45000,8.6,71,19시
37592,adult_male,성년 남성,daily,생활용품,치약,3500,9.2,71,19시
37592,adult_male,성년 남성,frozen,냉동식품,냉동피자,8000,5.7,71,19시
37593,adult_female,성년 여성,beverage,음료,주스,2500,4.3,71,17시
37593,adult_female,성년 여성,bakery,베이커리,베이글,2500,6.9,71,17시
37594,adult_female,성년 여성,bakery,베이커리,소금빵,2000,5.9,71,14시
37595,minor_female,미성년 여성,bakery,베이커리,시나몬롤,3500,4.1,71,18시
37596,adult_female,성년 여성,cosmetic,화장품,아이라이너,12000,5.7,71,15시
37596,adult_female,성년 여성,daily,생활용품,비누,2000,6.7,71,15시
37597,adult_male,성년 남성,frozen,냉동식품,냉동새우,12000,7.9,71,11시
37598,adult_female,성년 여성,frozen,냉동식품,냉동피자,8000,9.1,71,17시
37600,adult_female,성년 여성,bakery,베이커리,샌드위치,4500,3.9,71,16시
37600,adult_female,성년 여성,cosmetic,화장품,아이라이너,12000,10.2,71,16시
37600,adult_female,성년 여성,snack,과자/스낵,포카칩,1800,7.5,71,16시
37601,minor_female,미성년 여성,snack,과자/스낵,꼬깔콘,1200,2.5,71,12시
37602,adult_female,성년 여성,frozen,냉동식품,냉동볶음밥,4500,6.3,71,12시
37603,adult_male,성년 남성,frozen,냉동식품,만두,5000,4.4,71,19시
37603,adult_male,성년 남성,beverage,음료,두유,1500,9.2,71,19시
37603,adult_male,성년 남성,daily,생활용품,샴푸,8000,8.5,71,19시
37604,adult_female,성년 여성,premium,프리미엄,샴페인,35000,8.4,71,21시
37604,adult_female,성년 여성,daily,생활용품,치약,3500,4.9,71,21시
37604,adult_female,성년 여성,snack,과자/스낵,초코파이,2500,7.5,71,21시
37605,adult_female,성년 여성,frozen,냉동식품,냉동피자,8000,6.4,71,13시
37606,adult_female,성년 여성,beverage,음료,녹차,1200,4.9,71,13시
37607,adult_female,성년 여성,cosmetic,화장품,립밤,8000,9.6,71,16시
37608,adult_male,성년 남성,daily,생활용품,비누,2000,4.4,71,10시
37610,adult_female,성년 여성,frozen,냉동식품,아이스크림,2000,7.5,71,13시
37611,adult_female,성년 여성,cosmetic,화장품,컨실러,16000,4.9,71,20시
37611,adult_female,성년 여성,daily,생활용품,비누,2000,4.0,71,20시
37612,adult_female,성년 여성,daily,생활용품,주방세제,4000,7.7,71,20시
37613,adult_male,성년 남성,daily,생활용품,핸드크림,6000,6.8,71,18시
37613,adult_male,성년 남성,premium,프리미엄,수입과자,8000,7.7,71,18시
37613,adult_male,성년 남성,frozen,냉동식품,군만두,6000,6.7,71,18시
37614,adult_male,성년 남성,premium,프리미엄,프리미엄커피,12000,6.4,71,19시
37614,adult_male,성년 남성,frozen,냉동식품,냉동새우,12000,6.8,71,19시
37614,adult_male,성년 남성,daily,생활용품,주방세제,4000,9.6,71,19시
37615,adult_female,성년 여성,cosmetic,화장품,블러셔,14000,9.2,71,13시
37615,adult_female,성년 여성,premium,프리미엄,수입과자,8000,10.0,71,13시
37616,adult_female,성년 여성,beverage,음료,주스,2500,8.9,71,15시
37616,adult_female,성년 여성,daily,생활용품,칫솔,3000,5.4,71,15시
37617,adult_male,성년 남성,frozen,냉동식품,냉동새우,12000,9.8,71,18시
37618,adult_male,성년 남성,premium,프리미엄,와인,25000,10.3,71,11시
37619,adult_male,성년 남성,daily,생활용품,세제,5000,7.8,71,18시
37620,adult_female,성년 여성,cosmetic,화장품,마스카라,12000,6.1,71,12시
37621,adult_female,성년 여성,bakery,베이커리,머핀,2500,7.6,71,13시
37621,adult_female,성년 여성,cosmetic,화장품,아이섀도,18000,8.8,71,13시
37622,adult_male,성년 남성,beverage,음료,사이다,1500,5.8,71,11시
37622,adult_male,성년 남성,cosmetic,화장품,컨실러,16000,8.7,71,11시
37623,adult_female,성년 여성,daily,생활용품,바디로션,8000,7.0,71,21시
37623,adult_female,성년 여성,snack,과자/스낵,사탕,800,6.4,71,21시
37624,adult_female,성년 여성,premium,프리미엄,수입초콜릿,15000,4.5,71,15시
37625,adult_female,성년 여성,beverage,음료,사이다,1500,8.4,71,13시
37626,adult_male,성년 남성,beverage,음료,이온음료,1800,6.8,71,12시
37627,adult_male,성년 남성,beverage,음료,이온음료,1800,5.1,71,15시
37628,adult_male,성년 남성,premium,프리미엄,위스키,45000,9.8,71,18시
37628,adult_male,성년 남성,beverage,음료,우유,1800,5.4,71,18시
37630,adult_female,성년 여성,frozen,냉동식품,냉동라면,3500,6.2,71,20시
37630,adult_female,성년 여성,daily,생활용품,휴지,4500,7.6,71,20시
37631,minor_male,미성년 남성,beverage,음료,우유,1800,4.4,71,15시
37632,adult_female,성년 여성,frozen,냉동식품,핫도그,2500,5.4,71,15시
37632,adult_female,성년 여성,snack,과자/스낵,오레오,2200,4.0,71,15시
37633,adult_male,성년 남성,bakery,베이커리,치즈케이크,6000,5.2,71,14시
37634,minor_male,미성년 남성,beverage,음료,우유,1800,4.5,71,15시
37636,adult_male,성년 남성,daily,생활용품,세제,5000,7.9,71,14시
37636,adult_male,성년 남성,frozen,냉동식품,냉동새우,12000,6.4,71,14시
37637,adult_female,성년 여성,frozen,냉동식품,냉동새우,12000,7.0,71,15시
37637,adult_female,성년 여성,daily,생활용품,휴지,4500,8.5,71,15시
37638,adult_female,성년 여성,premium,프리미엄,프리미엄커피,12000,6.0,71,15시
37638,adult_female,성년 여성,beverage,음료,이온음료,1800,4.2,71,15시
37639,adult_female,성년 여성,frozen,냉동식품,냉동피자,8000,6.6,71,13시
37639,adult_female,성년 여성,beverage,음료,탄산수,1200,8.6,71,13시
37639,adult_female,성년 여성,premium,프리미엄,수입과자,8000,8.5,71,13시
37640,minor_female,미성년 여성,bakery,베이커리,샌드위치,4500,1.9,71,21시
37641,adult_female,성년 여성,bakery,베이커리,크로아상,3000,8.4,71,20시
37641,adult_female,성년 여성,daily,생활용품,주방세제,4000,4.4,71,20시
37643,adult_female,성년 여성,daily,생활용품,휴지,4500,4.6,71,15시
37643,adult_female,성년 여성,snack,과자/스낵,포카칩,1800,8.1,71,15시
37644,adult_female,성년 여성,frozen,냉동식품,냉동볶음밥,4500,3.9,71,14시
37645,adult_male,성년 남성,beverage,음료,탄산수,1200,4.9,71,15시
37645,adult_male,성년 남성,daily,생활용품,칫솔,3000,4.8,71,15시
37646,adult_male,성년 남성,frozen,냉동식품,냉동치킨,9000,9.3,71,16시
37646,adult_male,성년 남성,bakery,베이커리,크로아상,3000,4.6,71,16시
37647,adult_female,성년 여성,bakery,베이커리,샌드위치,4500,7.9,71,16시
37648,adult_male,성년 남성,beverage,음료,에너지드링크,2200,4.3,71,12시
37649,adult_female,성년 여성,beverage,음료,에너지드링크,2200,6.7,71,20시
37649,adult_female,성년 여성,frozen,냉동식품,만두,5000,10.1,71,20시
37650,adult_female,성년 여성,daily,생활용품,비누,2000,8.1,71,17시
37650,adult_female,성년 여성,frozen,냉동식품,만두,5000,8.1,71,17시
37650,adult_female,성년 여성,beverage,음료,주스,2500,5.4,71,17시
37651,adult_female,성년 여성,premium,프리미엄,프리미엄커피,12000,8.7,71,20시
37653,adult_male,성년 남성,premium,프리미엄,수입과자,8000,9.1,71,11시
37654,adult_male,성년 남성,premium,프리미엄,와인,25000,9.5,71,15시
37655,adult_male,성년 남성,frozen,냉동식품,아이스크림,2000,9.7,71,15시
37655,adult_male,성년 남성,daily,생활용품,치약,3500,10.1,71,15시
37655,adult_male,성년 남성,beverage,음료,주스,2500,9.5,71,15시
37656,adult_female,성년 여성,cosmetic,화장품,컨실러,16000,10.3,71,16시
37656,adult_female,성년 여성,frozen,냉동식품,냉동피자,8000,9.1,71,16시
37658,adult_female,성년 여성,daily,생활용품,핸드크림,6000,5.0,71,19시
37658,adult_female,성년 여성,bakery,베이커리,마카롱,5000,7.3,71,19시
37659,adult_female,성년 여성,cosmetic,화장품,마스카라,12000,9.6,71,15시
37659,adult_female,성년 여성,daily,생활용품,치약,3500,8.1,71,15시
37660,adult_female,성년 여성,frozen,냉동식품,냉동새우,12000,6.9,71,19시
37661,minor_female,미성년 여성,beverage,음료,주스,2500,2.7,71,17시
37662,adult_female,성년 여성,daily,생활용품,샴푸,8000,7.0,71,12시
37662,adult_female,성년 여성,cosmetic,화장품,립스틱,15000,10.2,71,12시
37663,adult_female,성년 여성,premium,프리미엄,수입치즈,18000,6.3,71,13시
37663,adult_female,성년 여성,cosmetic,화장품,아이섀도,18000,6.6,71,13시
37663,adult_female,성년 여성,frozen,냉동식품,어묵,3000,5.5,71,13시
37663,adult_female,성년 여성,snack,과자/스낵,빠다코코낫,1500,5.2,71,13시
37664,adult_male,성년 남성,daily,생활용품,비누,2000,4.8,71,18시
37664,adult_male,성년 남성,cosmetic,화장품,립밤,8000,5.3,71,18시
37665,adult_male,성년 남성,daily,생활용품,비누,2000,9.3,71,16시
37665,adult_male,성년 남성,cosmetic,화장품,파운데이션,25000,6.8,71,16시
37667,adult_female,성년 여성,daily,생활용품,핸드크림,6000,9.0,71,20시
37667,adult_female,성년 여성,frozen,냉동식품,만두,5000,8.3,71,20시
37671,adult_female,성년 여성,daily,생활용품,수건,5000,6.3,71,18시
37672,adult_female,성년 여성,cosmetic,화장품,블러셔,14000,7.6,71,13시
37673,adult_male,성년 남성,premium,프리미엄,프리미엄커피,12000,4.6,71,11시
37675,adult_female,성년 여성,beverage,음료,녹차,1200,4.3,71,13시
37675,adult_female,성년 여성,daily,생활용품,세제,5000,4.8,71,13시
37676,adult_female,성년 여성,bakery,베이커리,에클레어,4000,9.3,71,21시
37676,adult_female,성년 여성,beverage,음료,탄산수,1200,6.8,71,21시
37677,adult_female,성년 여성,beverage,음료,에너지드링크,2200,8.8,71,12시
37677,adult_female,성년 여성,bakery,베이커리,머핀,2500,6.6,71,12시
37679,adult_female,성년 여성,beverage,음료,에너지드링크,2200,7.0,71,16시
37680,adult_male,성년 남성,frozen,냉동식품,군만두,6000,4.4,71,13시
37682,adult_female,성년 여성,snack,과자/스낵,오레오,2200,5.0,71,18시
37684,adult_female,성년 여성,daily,생활용품,주방세제,4000,6.0,71,13시
37684,adult_female,성년 여성,snack,과자/스낵,초코파이,2500,5.5,71,13시
37685,adult_female,성년 여성,frozen,냉동식품,핫도그,2500,7.7,71,18시
37687,adult_female,성년 여성,daily,생활용품,샴푸,8000,8.7,71,21시
37688,adult_female,성년 여성,daily,생활용품,휴지,4500,4.8,71,15시
37689,adult_female,성년 여성,beverage,음료,에너지드링크,2200,5.7,71,13시
37689,adult_female,성년 여성,bakery,베이커리,소금빵,2000,7.4,71,13시
37690,adult_male,성년 남성,beverage,음료,두유,1500,9.4,71,21시
37690,adult_male,성년 남성,cosmetic,화장품,아이라이너,12000,7.7,71,21시
37691,minor_male,미성년 남성,premium,프리미엄,브랜디,42000,4.1,71,14시
37692,adult_male,성년 남성,frozen,냉동식품,냉동라면,3500,7.3,71,17시
